TenantId,"TimeGenerated [UTC]",DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,"EndTime [UTC]",ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,"StartTime [UTC]",SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,Type,"_ResourceId"
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 09:23:56.045",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1113713 ",,,,,,,,,,,,,,,,,,,,,,,,443,"46.235.40.74",,,,,,,,,1113713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0324064,"8c:c6:81:fa:52:21",,,,,,,,,,"10.20.207.126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 12:05:43.260",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108704 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0323066.hosting.corp",,,,,,,,,,,"10.15.85.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 15:28:34.534",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1112960 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0311013.hosting.corp",,,,,,,,,,,"10.15.73.115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 12:42:04.598",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1112846 ",,,,,,,,,,,,,,,,,,,,,,,,443,"145.131.4.80",,,,,,,,,1112846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0313086,"38:ba:f8:c8:62:84",,,,,,,,,,"10.20.201.177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 13:13:34.381",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",3,,"message=c0399984$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1112884 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.201.185",,,,,,,,,1112884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0399984,"b0:22:7a:72:19:35",,,,,,,,,,"10.20.151.186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 12:21:17.845",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-145-219-140-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 145.219.140.0/24 is high (30.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=e77567e8-b9ba-4a17-8a39-07848551e32d ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 11:29:25.065",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1112766 ",,,,,,,,,,,,,,,,,,,,,,,,443,"213.182.38.133",,,,,,,,,1112766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0318791,"0c:7a:15:ba:e9:6f",,,,,,,,,,"10.14.4.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 11:15:24.546",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1112759 ",,,,,,,,,,,,,,,,,,,,,,,,443,"51.255.94.162",,,,,,,,,1112759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0302451.hosting.corp",,,,,,,,,,,"10.15.67.220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 10:49:09.684",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-145-219-127-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 145.219.127.0/24 is high (29.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld004.unix.corp/sysstatus?alert=0cc524f2-0de8-4e2f-9275-805cd95edd7a ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-06",,,,,,,,,,,"145.219.189.165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld004.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 11:33:04.936",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-145-219-127-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 145.219.127.0/24 is high (29.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=6ff4a3e5-2c05-4863-b3ee-3a173cd28748 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 20:12:55.476",Darktrace,DCIP,"6.0.0",456,"Compromise/Fast Beaconing to DGA",7,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1113064 ",,,,,,,,,,,,,,,,,,,,,,,,443,"46.30.215.109",,,,,,,,,1113064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0315164.hosting.corp",,,,,,,,,,,"10.15.5.211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","16-11-2022 19:44:34.500",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1113062 ",,,,,,,,,,,,,,,,,,,,,,,,443,"138.68.122.46",,,,,,,,,1113062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0316876.hosting.corp",,,,,,,,,,,"10.15.67.219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 12:35:32.962",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108826 ",,,,,,,,,,,,,,,,,,,,,,,,443,"34.149.66.134",,,,,,,,,1108826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0307200.hosting.corp",,,,,,,,,,,"10.15.126.187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 13:12:42.428",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108952 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.183",,,,,,,,,1108952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0323369,"38:22:e2:e3:88:12",,,,,,,,,,"10.101.130.179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 13:13:32.490",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108953 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.185",,,,,,,,,1108953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0321782,"38:22:e2:e7:6d:b1",,,,,,,,,,"10.101.130.178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 13:16:02.645",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108963 ",,,,,,,,,,,,,,,,,,,,,,,,443,"85.233.97.212",,,,,,,,,1108963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0318987,"c0:b8:83:e4:05:20",,,,,,,,,,"10.14.6.171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 13:26:22.995",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",4,,"message=c0323369$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108996 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.201.147",,,,,,,,,1108996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0323369,"38:22:e2:e3:88:12",,,,,,,,,,"10.101.130.179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 11:28:03.443",Darktrace,DCIP,"6.0.0",457,"Compromise/Beacon to Young Endpoint",6,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108573 ",,,,,,,,,,,,,,,,,,,,,,,,443,"37.97.176.24",,,,,,,,,1108573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0326229.hosting.corp","10:a5:1d:3d:1f:e9",,,,,,,,,,"10.15.52.134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 12:58:13.282",Darktrace,DCIP,"6.0.0",562,"Compliance/Possible Unencrypted Password Storage (NL)",6,,"message=share-  svms101 IT_Security$ file-SAT Testdiensten 2020 Generiek Ariva 20200624 version-smb2 error-ACCESS_DENIED. share-  svms101 IT_Security$ file-SAT Testdiensten 2020 Generiek Ariva 20200624 02_Evidence version-smb2 error-ACCESS_DENIED. share-  svm...;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108904 ",,,,,,,,,,,,,,,,,,,,,,,,445,"145.219.144.31",,,,,,,,,1108904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0319004.hosting.corp",,,,,,,,,,,"10.15.79.154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","15-11-2022 12:58:23.630",Darktrace,DCIP,"6.0.0",562,"Compliance/Possible Unencrypted Password Storage (NL)",6,,"message=share- file-SAT Testdiensten 2020 Generiek Ariva 20200624 02_Evidence Thumbs.db version-smb2. share- file-SAT Testdiensten 2020 Generiek Ariva 20200624 02_Evidence password.txt version-smb2. share-  svms101 IT_Security$ file-SAT Testdiensten 2020 Gene...;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1108905 ",,,,,,,,,,,,,,,,,,,,,,,,445,"145.219.144.31",,,,,,,,,1108905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0321982.hosting.corp",,,,,,,,,,,"10.15.45.190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 07:27:13.178",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-20-200-0/21","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 10.20.200.0/21 is high (23.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=197a490d-a66d-4da2-ac3e-f13fee66eb4c ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 07:27:13.216",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-46-248-0/22","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 10.46.248.0/22 is high (25.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=faae48e2-bbdb-4b0d-958e-c6af0a9732a0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 07:27:13.258",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-20-15-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 10.20.15.0/24 is high (24.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=07d99c39-98e5-48a0-a760-2620fbc8963a ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 07:27:13.298",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-20-12-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 10.20.12.0/24 is high (23.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=dfbf9e3a-45df-4f93-944c-cb3583acd52f ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 07:27:13.337",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-180-211-0/24","High Unidirectional Traffic",6,,"cat=Active;message=Unidirectional Traffic on subnet 10.180.211.0/24 is high (26.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=afe315a8-2f07-48a8-aeb2-2ee58db81046 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 08:20:27.052",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",1,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114870 ",,,,,,,,,,,,,,,,,,,,,,,,443,"104.26.1.182",,,,,,,,,1114870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0320244.hosting.corp","f4:4e:e3:2a:64:e9",,,,,,,,,,"10.15.92.154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","19-11-2022 08:10:04.820",Darktrace,DCIP,"6.0.0","high-unidirectional-traffic-10-20-200-0/21","High Unidirectional Traffic",6,,"cat=Resolved;message=Unidirectional Traffic on subnet 10.20.200.0/21 is high (23.0%). This means that Darktrace may experience issues tracking devices on your network. If you have any issues, please open a ticket using the following link. https://customerportal.darktrace.com/ticket/create;darktraceUrl=;https://zacmnld003.unix.corp/sysstatus?alert=197a490d-a66d-4da2-ac3e-f13fee66eb4c ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dt-3656-04",,,,,,,,,,,"145.219.189.164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 10:03:46.155",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1113785 ",,,,,,,,,,,,,,,,,,,,,,,,443,"34.253.190.33",,,,,,,,,1113785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0317675,"d4:d2:52:39:d3:61",,,,,,,,,,"10.23.238.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 15:02:26.185",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114244 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0312827.hosting.corp",,,,,,,,,,,"10.15.32.121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 15:48:37.474",Darktrace,DCIP,"6.0.0",542,"Anomalous Connection/Uncommon 1 GiB Outbound",6,,"message=Device / Anomaly Indicators / 1 GiB Outbound;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114288 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0321482.hosting.corp",,,,,,,,,,,"10.15.83.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 15:16:06.046",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114257 ",,,,,,,,,,,,,,,,,,,,,,,,443,"76.74.234.210",,,,,,,,,1114257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0315547,"58:a0:23:96:c4:c2",,,,,,,,,,"10.20.228.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 15:18:55.213",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",3,,"message=c0315114$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114262 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.201.146",,,,,,,,,1114262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0315114,"80:e8:2c:53:69:df",,,,,,,,,,"10.14.130.181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","17-11-2022 15:17:05.132",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",5,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1114259 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.184",,,,,,,,,1114259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0315329,"04:0e:3c:45:6e:10",,,,,,,,,,"10.14.130.180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
